StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Study_Participant_ID,Virtual_Silcton_ID,Q2_Browser,Q2_Version,Q2_Operating System,Q2_Resolution,Q3,Q4,Q5,Q6,Q8,Q9,Q9_6_TEXT,Q10,Q10_4_TEXT,Q11,Q11_8_TEXT,Q22_1,Q23_1,Q24_1,Q25_1,Q26_1,Q27_1,Q28_1,Q29_1,Q30_1,Q31_1,Q32_1,Q33_1,Q34_1,Q35_1,Q36_1,Q63,Q63_3_TEXT,Q64,Q65,Q66,Q67,Q68,Q68_3_TEXT,Q69,Q69_3_TEXT,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q76_3_TEXT,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q50_0_GROUP,Q50_0_1_RANK,Q50_0_2_RANK,Q50_0_3_RANK,Q50_0_4_RANK,Q50_0_5_RANK,Q50_0_6_RANK,Q50_0_7_RANK,Q50_0_8_RANK,Q50_0_9_RANK,Q50_0_10_RANK,Q50_0_11_RANK,Q50_0_12_RANK,Q50_0_13_RANK,Q50_0_14_RANK,Q50_0_15_RANK,Q50_0_16_RANK,Q50_0_17_RANK,Q50_0_18_RANK,Q50_0_19_RANK,Q50_0_20_RANK,Q50_0_21_RANK,Q50_0_22_RANK,Q50_0_23_RANK,Q50_0_24_RANK,Q50_0_25_RANK,Q50_0_26_RANK,Q50_0_27_RANK,Q50_0_28_RANK,Q50_0_29_RANK
2021-11-03 08:23:03,2021-11-03 09:08:07,IP Address,128.227.114.30,100,2703,True,2021-11-03 09:08:08,R_p3hvwRxXngQW92x,,,,,29.650299072265625,-82.348602294921875,anonymous,EN,0039,,Chrome,95.0.4638.54,Windows NT 10.0,1920x1080,18,12,english,not right,female,woman,,heterosexual,,asian,,Somewhat agree,Agree,Neutral,Somewhat agree,Disagree,Agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Disagree,Agree,Scene,,No,Somewhat,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Some of each,Somewhat,Map,Often,Prefer the same route,Not easily,Maps,,A moderate amount,moderately good,No,,6,6-10,few times a year,Yes,Mobile,Yes,few times a year,6-10,Minecraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-04 08:15:31,2021-11-04 08:50:03,IP Address,128.227.196.72,100,2071,True,2021-11-04 08:50:03,R_1f8C0nkXcMmGdNC,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0040,,Chrome,95.0.4638.69,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,heterosexual,,"hisp,white",,Somewhat agree,Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Disagree,Agree,Disagree,Disagree,Scene,,Yes,Somewhat,Somewhat Often,Very clearly,Landmarks,,Street-level,,Some of each,Somewhat,No preference,Often,Somewhat flexile,Somewhat easily,Other:,Both,A moderate amount,moderately good,Yes,few times a year,12,6-10,few times a year,Yes,"Wii,Nintendo DS/3DS,PC/Mac,Mobile",Yes,few times a year,6-10,Kirby,Mariokart,Pokemon,Minecraft,"Strategy,Adventure Fighting,Racing",,2,,,,,,,,,,,,,,,,1,3,,,,,,,,,,
2021-11-04 09:45:52,2021-11-04 09:52:24,IP Address,128.227.196.72,100,392,True,2021-11-04 09:52:25,R_3R3O0DsFNxCfcQc,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0041,,Chrome,95.0.4638.69,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Neutral,Somewhat agree,Disagree,Scene,,Yes,Yes,Very Rarely,Very clearly,Landmarks,,Street-level,,Some of each,Yes,Map,Often,Flexible,Somewhat easily,Scene at a time,,A little,not very skilled,No,,1,1-5,monthly,No,,Yes,few times a year,1-5,Minecraft,Portal 2,Indiana Jones Lego Game,,"City-building games,Strategy,Adventure Fighting",,3,,1,,,,,,,,,,,,,,2,,,,,,,,,,,
2021-11-04 12:37:55,2021-11-04 12:58:36,IP Address,128.227.196.72,100,1241,True,2021-11-04 12:58:37,R_2q9IyZPZ2RMnn31,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0042,,Chrome,95.0.4638.69,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,heterosexual,,white,,Agree,Somewhat disagree,Disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Disagree,Disagree,Agree,Agree,Neutral,Somewhat agree,Agree,Disagree,Somewhat disagree,Scene,,Yes,Somewhat,Somewhat Often,Very clearly,Landmarks,,Street-level,,Some of each,Rarely,Directions,Often,Prefer the same route,Not easily,Scene at a time,,A little,not very skilled,No,,3,1-5,never,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-05 07:15:06,2021-11-05 07:48:47,IP Address,128.227.196.72,100,2021,True,2021-11-05 07:48:47,R_1IarJGZGHJq3OlF,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0043,,Chrome,95.0.4638.69,Windows NT 10.0,1920x1080,20,12,english,right,male,man,,heterosexual,,white,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree,Disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Scene,,No,Yes,Somewhat Often,Very clearly,Landmarks,,Bird's Eye View,,Know it,Yes,Map,Often,Flexible,Somewhat easily,Scene at a time,,A lot,moderately good,Yes,weekly,8,16-20,daily,Yes,"PlayStation,Mobile",Yes,few times a year,16-20,Call of Duty,Madden,Minecraft,Dragon Ball Z,"Action,God games,Adventure Fighting",1,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,
2021-11-05 08:55:37,2021-11-05 09:19:35,IP Address,128.227.196.72,100,1437,True,2021-11-05 09:19:35,R_1OCQvzuXbPjHiPH,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0044,,Chrome,95.0.4638.69,Windows NT 10.0,1920x1080,22,16,english,right,male,man,,homosexual,,white,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neutral,Agree,Disagree,Somewhat agree,Scene,,No,Somewhat,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Some of each,Somewhat,Map,Often,Somewhat flexile,Somewhat easily,Scene at a time,,A moderate amount,not very skilled,No,,7,20+,monthly,Yes,"Nintendo Switch,PC/Mac,Mobile",Yes,never,20+,Smash Bros,Mario Kart,Pokemon,Toontown (Childhood),"Strategy,Racing,Arcade",,,3,,,,,,,,,,,,,,,1,2,,,,,,,,,,
2021-11-05 10:06:19,2021-11-05 10:37:49,IP Address,128.227.196.72,100,1889,True,2021-11-05 10:37:49,R_UMSD7hrWSU5fzeF,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0045,,Chrome,95.0.4638.69,Windows NT 10.0,1920x1080,18,12,not english,right,female,woman,,heterosexual,,hisp,,Agree,Somewhat disagree,Agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Agree,Neutral,Strongly disagree,Neutral,Disagree,Somewhat agree,Scene,,No,No,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Neet to look around,Somewhat,Map,Often,Prefer the same route,Not easily,Maps,,A little,moderately good,No,,0,0,few times a year,No,,Yes,few times a year,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-10 07:27:42,2021-11-10 09:08:08,IP Address,128.227.196.72,100,6026,True,2021-11-10 09:08:09,R_ah14Z9DJVbz6VWx,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0046,,Chrome,95.0.4638.69,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,heterosexual,,asian,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Neutral,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Map,,Yes,Somewhat,Very Rarely,Very clearly,Landmarks,,Street-level,,Some of each,Somewhat,Map,Sometimes,Somewhat flexile,Somewhat easily,Scene at a time,,A moderate amount,not very skilled,No,,3,1-5,few times a year,Yes,"PlayStation,Wii U,Xbox,Nintendo DS/3DS,Game Boy/Game Boy Color/Game Boy Advance,Mobile",Yes,few times a year,1-5,GTA 5,Red Dead Redemption,Minecraft,COD,"Flight,City-building games,Survival/Horror",,,,2,,,,1,,,,,,,,,,,,,,,,,,,,3,
2021-11-10 10:05:45,2021-11-10 14:47:18,IP Address,128.227.196.72,100,16893,True,2021-11-10 14:47:19,R_RE3GItjmccY8aOJ,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0047,,Chrome,95.0.4638.69,Windows NT 10.0,1920x1080,19,12,english,right,female,woman,,bisexual,,hisp,,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Strongly disagree,Strongly agree,Disagree,Neutral,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Disagree,Map,,No,Somewhat,Very Rarely,Very clearly,Landmarks,,Street-level,,Some of each,Somewhat,Map,Often,Prefer the same route,Not easily,Maps,,A little,moderately good,No,,6,6-10,few times a year,No,,Yes,never,1-5,Mario Kart,The sims,,,"Role-playing,Strategy,City-building games",,,,3,,,,,,,,,,,,,,2,,,,1,,,,,,,
2021-11-12 06:57:53,2021-11-12 07:38:21,IP Address,128.227.196.72,100,2428,True,2021-11-12 07:38:22,R_3qHIHpr0l6cFtXK,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0048,,Chrome,95.0.4638.69,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,heterosexual,,white,,Strongly agree,Somewhat disagree,Agree,Agree,Disagree,Somewhat disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Neutral,Somewhat agree,Strongly disagree,Scene,,Yes,Yes,Very Rarely,Somewhat clearly,Landmarks,,Street-level,,Know it,Yes,Directions,Often,Flexible,Somewhat easily,Scene at a time,,A moderate amount,moderately good,Yes,monthly,9,1-5,weekly,Yes,Mobile,Yes,few times a year,1-5,Fortnite,Madden,NBA Jam,Black Ops 3,"Sports,Strategy,Puzzle",,,,,,,,,,,,,,,,,3,2,,,,,,,1,,,,
2021-11-12 11:07:19,2021-11-12 11:20:19,IP Address,128.227.196.72,100,780,True,2021-11-12 11:20:20,R_O6T0woVCAWyTzIl,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0049,,Chrome,95.0.4638.69,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,heterosexual,,white,,Strongly agree,Disagree,Disagree,Agree,Neutral,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Neutral,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Scene,,Yes,Somewhat,Very Rarely,Very clearly,Landmarks,,Street-level,,Know it,Somewhat,Map,Sometimes,Flexible,Somewhat easily,Scene at a time,,A lot,moderately good,No,,10,1-5,weekly,No,,Yes,monthly,1-5,Madden,,,,Space,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2021-11-15 10:24:04,2021-11-15 10:54:21,IP Address,128.227.196.72,100,1816,True,2021-11-15 10:54:21,R_322wJlaccsoj7dG,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0050,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,heterosexual,,white,,Agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Neutral,Strongly disagree,Disagree,Disagree,Neutral,Scene,,Yes,Yes,Very Rarely,Very clearly,Landmarks,,Bird's Eye View,,Some of each,Yes,Map,Often,Flexible,Somewhat easily,Maps,,A moderate amount,moderately good,No,,5,20+,monthly,Yes,"Xbox,PC/Mac,Mobile",Yes,few times a year,20+,Fortnite,GTA,NHL,Madden,"Sports,Action,Strategy",2,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,
2021-11-15 11:54:41,2021-11-15 12:08:57,IP Address,128.227.196.72,100,856,True,2021-11-15 12:08:58,R_3snnskTnQLAqPNX,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0051,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,heterosexual,,white,,Strongly agree,Disagree,Agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Disagree,Scene,,Yes,Yes,Very Rarely,Somewhat clearly,Landmarks,,Street-level,,Know it,Yes,No preference,Often,Flexible,Very easily,Scene at a time,,A lot,moderately good,Yes,weekly,7,20+,weekly,Yes,"Xbox,PC/Mac,Mobile",Yes,monthly,20+,Fifa,Forza Horizon,Call of Duty,Grand Theft Auto,"First-person shooter,Sports,Racing",,,,,,,1,,,,,,,,,,,,3,,,,,,2,,,,
2021-11-15 12:52:43,2021-11-15 13:40:18,IP Address,128.227.196.72,100,2855,True,2021-11-15 13:40:19,R_11cMmcFQseHtYqR,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0052,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,19,12,english,right,female,woman,,bisexual,,white,,Somewhat agree,Somewhat disagree,Agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Disagree,Map,,Yes,Yes,Very Rarely,Somewhat clearly,Landmarks,,Bird's Eye View,,Know it,Yes,Directions,Often,Flexible,Somewhat easily,Maps,,A moderate amount,moderately good,No,,2,1-5,monthly,No,,Yes,monthly,1-5,Minecraft,GTA,Super Mario Cart,NBA,"Racing,Sports,City-building games",,,,3,,,,,,,,,,,,,,,1,,,,,,2,,,,
2021-11-16 11:26:13,2021-11-16 11:44:37,IP Address,128.227.196.72,100,1103,True,2021-11-16 11:44:37,R_2azqwAK5S4NxoVu,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0053,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,not english,right,male,man,,heterosexual,,hisp,,Disagree,Somewhat agree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Agree,Scene,,No,Somewhat,Very Often,Somewhat clearly,Landmarks,,Bird's Eye View,,Know it,Rarely,Map,Often,Somewhat flexile,Not easily,Scene at a time,,A great deal,moderately good,Yes,daily,10,20+,daily,Yes,"PlayStation,Wii U,Nintendo Switch,Nintendo DS/3DS,Game Boy/Game Boy Color/Game Boy Advance,PC/Mac,Mobile",Yes,few times a year,16-20,Infamous 2,Uncharted 3,Super Mario Galaxy 2,Legend of Zelda: Breath of the Wild,"Adventure Fighting,Action,Survival/Horror",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,
2021-11-17 06:49:22,2021-11-17 06:57:56,IP Address,128.227.196.72,100,513,True,2021-11-17 06:57:56,R_3dDQuuTWyt7icgc,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0054,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,heterosexual,,asian,,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Scene,,Yes,Somewhat,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Know it,Somewhat,Directions,Sometimes,Somewhat flexile,Not easily,Scene at a time,,A little,not very skilled,No,,0,0,never,No,,Yes,never,0,not applicable,"not applicable ",not applicable,not applicable,"Sports,Racing,Puzzle",,,,,,,,,,,,,,,,,3,,2,,,,,,1,,,,
2021-11-17 07:46:24,2021-11-17 08:26:17,IP Address,128.227.196.72,100,2392,True,2021-11-17 08:26:18,R_2w6o2zt8YY57qKr,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0055,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,homosexual,,"asian,hisp",,Agree,Somewhat disagree,Neutral,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Somewhat disagree,Disagree,Scene,,Yes,Somewhat,Somewhat Often,Very clearly,Landmarks,,Street-level,,Some of each,Somewhat,Directions,Often,Flexible,Very easily,Maps,,A moderate amount,not very skilled,No,,4,1-5,monthly,Yes,"PlayStation,Wii,PC/Mac,Mobile",Yes,monthly,1-5,MInecraft,Not Applicable,Not Applicable,Not Applicable,"City-building games,Real-time and turn-based strategy,Adventure Fighting",,3,,1,,,,,,,,,,,,,,,,,2,,,,,,,,
2021-11-18 07:55:00,2021-11-18 08:19:04,IP Address,128.227.196.72,100,1444,True,2021-11-18 08:19:04,R_25yZJIWDGfyz3Gp,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0056,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,19,12,english,right,male,man,,heterosexual,,white,,Somewhat agree,Disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Somewhat agree,Agree,Disagree,Scene,,Yes,Yes,Very Rarely,Very clearly,Landmarks,,Street-level,,Know it,Yes,Map,Often,Flexible,Somewhat easily,Maps,,A lot,very good,Yes,weekly,5,1-5,weekly,Yes,"PlayStation,Wii,Mobile",Yes,monthly,1-5,call of duty,battlefront,minecraft,fifa,"Sports,First-person shooter,Adventure Fighting",,3,,,,,2,,,,,,,,,,,,,,,,,,1,,,,
2021-11-18 09:11:19,2021-11-18 09:35:48,IP Address,128.227.196.72,100,1469,True,2021-11-18 09:35:49,R_1IGimWQdvvBp3dc,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0057,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,heterosexual,,white,,Agree,Somewhat agree,Agree,Agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Disagree,Agree,Disagree,Scene,,Yes,Yes,Very Rarely,Somewhat clearly,Landmarks,,Street-level,,Some of each,Somewhat,Map,Often,Somewhat flexile,Somewhat easily,Maps,,A lot,moderately good,Yes,weekly,6,10-15,weekly,Yes,Xbox,Yes,weekly,10-15,Forza,GTA,NBA 2k,Madden,"Racing,Sports,First-person shooter",,,,,,,3,,,,,,,,,,,,1,,,,,,2,,,,
2021-11-29 12:08:46,2021-11-29 12:15:08,IP Address,128.227.196.72,100,381,True,2021-11-29 12:15:08,R_3lueCpkf0Bft3Jz,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0058,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,bisexual,,white,,Somewhat agree,Disagree,Agree,Agree,Strongly agree,Somewhat disagree,Neutral,Disagree,Somewhat agree,Neutral,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Map,,Yes,Yes,Very Rarely,Very clearly,Landmarks,,Street-level,,Know it,Somewhat,Directions,Often,Prefer the same route,Somewhat easily,Maps,,A moderate amount,moderately good,Yes,weekly,6,6-10,weekly,Yes,"Xbox,Mobile",Yes,few times a year,1-5,fifa,madden,call of duty,,"Sports,First-person shooter,Action",3,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,
2021-11-29 13:02:14,2021-11-29 13:43:08,IP Address,128.227.196.72,100,2454,True,2021-11-29 13:43:09,R_3fZ5ZFbmEhiEAbA,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0059,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,not english,right,female,woman,,heterosexual,,hisp,,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Agree,Strongly disagree,Agree,Disagree,Somewhat disagree,Scene,,Yes,Yes,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Know it,Somewhat,Directions,Often,Flexible,Very easily,Scene at a time,,A great deal,moderately good,No,,,16-20,weekly,Yes,"Wii,Wii U,Xbox,PC/Mac",Yes,few times a year,16-20,Call of Duty,Apex Legends,Sims,Forza Horizon,"First-person shooter,Racing,Adventure Fighting",,3,,,,,1,,,,,,,,,,,,2,,,,,,,,,,
2021-11-30 11:34:16,2021-11-30 11:59:36,IP Address,128.227.196.72,100,1519,True,2021-11-30 11:59:36,R_1r3bgH10CFUp6ti,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0060,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,heterosexual,,"hisp,white",,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Neutral,Somewhat disagree,Neutral,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Map,,Yes,Somewhat,Somewhat Often,Somewhat clearly,Landmarks,,Street-level,,Some of each,Somewhat,Directions,Often,Prefer the same route,Not easily,Scene at a time,,A moderate amount,moderately good,Yes,weekly,5,10-15,weekly,Yes,"PlayStation,Nintendo DS/3DS",Yes,monthly,10-15,Rocket league,apex legends,call of duty,madden,"First-person shooter,Action,Sports",2,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,
2021-11-30 12:52:31,2021-11-30 14:03:00,IP Address,128.227.196.72,100,4229,True,2021-11-30 14:03:01,R_2PdMcFEELsmoNvy,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0061,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,english,right,male,man,,heterosexual,,white,,Disagree,Neutral,Somewhat agree,Disagree,Strongly disagree,Agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Map,,No,No,Very Often,Somewhat clearly,Map Directions,,Street-level,,Some of each,Somewhat,Directions,Often,Somewhat flexile,Somewhat easily,Scene at a time,,A great deal,very good,Yes,weekly,6,1-5,daily,Yes,"PlayStation,Xbox,PC/Mac",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01 06:43:26,2021-12-01 07:03:36,IP Address,128.227.196.72,100,1210,True,2021-12-01 07:03:37,R_2tGwthglD5KPrWG,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0062,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,20,14,english,right,male,man,,heterosexual,,"hisp,white",,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Somewhat agree,Somewhat agree,Neutral,Disagree,Somewhat disagree,Neutral,Disagree,Map,,Yes,Yes,Very Rarely,Very clearly,Landmarks,,Bird's Eye View,,Know it,Somewhat,Map,Sometimes,Flexible,Somewhat easily,Scene at a time,,A moderate amount,not very skilled,No,,3,6-10,few times a year,No,,Yes,never,6-10,War Thunder,,,,"Military,Real-time and turn-based tactical,Vehicular combat",,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,3
2021-12-01 07:51:51,2021-12-01 08:27:15,IP Address,128.227.196.72,100,2123,True,2021-12-01 08:27:15,R_1mXfhGg7j0kwjxz,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0063,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,heterosexual,,white,,Agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Disagree,Neutral,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Scene,,Yes,Somewhat,Very Rarely,Somewhat clearly,Landmarks,,Street-level,,Some of each,Somewhat,Directions,Often,Somewhat flexile,Very easily,Scene at a time,,A little,not very skilled,No,,0,0,few times a year,Yes,PlayStation,Yes,few times a year,0,not applicable,not applicable,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01 10:17:59,2021-12-01 13:12:17,IP Address,128.227.196.72,100,10457,True,2021-12-01 13:12:17,R_enx0eSOo4eteh6p,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0064,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,18,12,english,right,female,woman,,bisexual,,white,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Scene,,No,Somewhat,Somewhat Often,Very clearly,Landmarks,,Street-level,,Some of each,Somewhat,Map,Often,Prefer the same route,Somewhat easily,Scene at a time,,A lot,very good,Yes,weekly,8,16-20,daily,Yes,"PlayStation,Wii,Xbox,Nintendo DS/3DS,PC/Mac,Mobile",Yes,monthly,16-20,Rainbow 6 Siege,GTA,Minecraft,Skate 3,"First-person shooter,Survival/Horror,Mass. Multi. Online Games",,,,,,,1,,,3,,,,,,,,,,,,,,,,,,2,
2021-12-02 07:54:56,2021-12-02 08:10:21,IP Address,128.227.196.72,100,924,True,2021-12-02 08:10:21,R_8uZWUX42Ik6abjr,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0065,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,19,13,english,right,female,woman,,heterosexual,,"hisp,white",,Agree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Somewhat disagree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Scene,,No,No,Somewhat Often,Very clearly,Landmarks,,Street-level,,Neet to look around,Yes,Directions,Often,Flexible,Somewhat easily,Scene at a time,,A little,no skill,No,,0,0,few times a year,No,,Yes,few times a year,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-02 09:03:27,2021-12-02 12:51:13,IP Address,128.227.196.72,100,13666,True,2021-12-02 12:51:13,R_1mDG2NRv9uilObA,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,0066,,Chrome,96.0.4664.45,Windows NT 10.0,1920x1080,19,12,english,right,male,man,,heterosexual,,"hisp,white",,Agree,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Disagree,Strongly agree,Neutral,Neutral,Disagree,Somewhat disagree,Somewhat agree,Neutral,Scene,,Yes,Yes,Somewhat Often,Very clearly,Landmarks,,Street-level,,Know it,Yes,Map,Often,Somewhat flexile,Somewhat easily,Maps,,A lot,very good,Yes,weekly,6,6-10,weekly,Yes,PlayStation,Yes,monthly,6-10,"FIFA ",Formula 1,Call of Duty,GTA V,"Sports,Action,Racing",2,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,
